Customer ID,First Name,Last Name,Date of Birth,Country,Education,Annual Income,Marital Status,Gender,Date of First Transaction,Exited,IsActiveMember,Account Balance,Current Account,Saving Account,Mortgage,Credit Score,Has Credit Card,Number of Complaints,Satisfaction Score
1001643,Sonia,Wood,1987-12-06,USA,Bachelor,138980.68,Married,Female,2011-04-27,Yes,No,53066.35,Yes,No,No,340,No,7,1.58
1001644,Russell,Hudson,1951-08-04,USA,Master,159770.46,Divorced,Female,2022-01-10,No,Yes,192827.34,No,No,No,734,No,16,3.67
1001645,Jessica,Whitehead,1972-07-24,UK,GCSE,45033.1,Single,Male,2015-02-19,No,Yes,40843.56,Yes,No,Yes,632,Yes,11,1.8
1001646,Rita,Rubio,1962-04-07,Germany,GCSE,118461.46,Single,Male,2023-07-31,Yes,No,146358.9,Yes,Yes,No,572,Yes,8,3.12
1001647,Jonathan,Butler,1982-03-19,UK,Bachelor,187781.2,Married,Male,2001-09-16,No,No,71194.97,Yes,Yes,Yes,708,Yes,19,3.53
1001648,Lisa,Harper,1949-02-09,Germany,Bachelor,122099.1,Single with Partner,Male,2021-06-01,No,Yes,25632.3,Yes,Yes,No,374,Yes,11,3.93
1001649,Joyce,Yang,1953-01-30,Germany,GCSE,114986.5,Single with Partner,Female,2023-04-28,No,Yes,154344.45,Yes,Yes,No,539,Yes,5,4.63
1001650,Nicole,Richardson,1955-06-21,Germany,Master,177685.21,Single with Partner,Male,2008-06-18,No,No,126897.02,Yes,Yes,Yes,333,No,15,4.17
1001651,David,Alvarado,1991-06-04,UK,Bachelor,126590.5,Single with Partner,Male,2000-10-05,No,No,121700.66,Yes,No,No,804,No,2,2.19
1001652,Mark,Vazquez,1961-03-03,UK,Bachelor,173651.02,Single,Female,2013-07-23,No,No,148292.85,Yes,No,Yes,328,No,16,4.37
1001653,Debbie,Bryant,1976-03-03,UK,GCSE,86104.96,Married,Male,2001-07-29,No,Yes,93360.33,Yes,No,No,339,No,10,1.25
1001654,Selena,Weiss,1957-12-28,UK,GCSE,45003.72,Single with Partner,Female,2020-05-29,No,Yes,167673.82,Yes,No,No,749,No,2,3.95
1001655,April,Scott,1968-07-21,UK,Doctorate,180675.74,Single with Partner,Female,2008-09-24,No,Yes,33058.6,Yes,Yes,No,422,Yes,13,2.93
1001656,Bradley,Powell,1954-12-18,Canada,Bachelor,126965.18,Married,Male,2023-07-21,Yes,No,178856.88,Yes,Yes,Yes,738,Yes,6,2.76
1001657,Brandy,Shaw,1946-07-21,USA,Doctorate,159155.61,Single,Female,2004-08-04,Yes,No,145121.5,No,Yes,No,606,No,7,3.8
1001658,Aaron,Bautista,1951-08-31,UK,Doctorate,120793.86,Single,Female,2007-02-11,No,No,121823.57,Yes,No,Yes,507,No,16,1.24
1001659,Ian,Torres,1981-12-31,UK,Bachelor,197499.0,Single,Male,2016-08-28,Yes,No,32261.54,No,Yes,Yes,767,No,9,4.49
1001660,Grace,Johnston,1948-04-13,USA,Bachelor,180125.09,Married,Female,2006-12-23,No,Yes,69854.81,Yes,No,No,762,Yes,7,2.04
1001661,Amanda,Ortiz,1987-11-28,USA,Master,132708.17,Single,Female,2018-04-06,No,No,74106.03,Yes,Yes,No,613,Yes,20,4.26
1001662,Alicia,Lynch,1966-05-19,USA,Doctorate,147333.92,Married,Female,2012-04-12,Yes,No,58759.64,Yes,No,Yes,770,No,19,2.29
1001663,Dennis,Sanders,1955-07-09,Canada,Master,132844.99,Single,Female,2017-12-04,Yes,No,238563.26,No,No,No,663,Yes,14,3.94
1001664,Emily,Lamb,1964-06-18,USA,Master,181329.4,Single with Partner,Male,2001-09-02,Yes,No,228944.13,No,No,No,586,No,5,4.68
1001665,Lisa,Mitchell,1990-01-29,Canada,Master,124711.71,Single with Partner,Male,2010-07-08,No,No,136714.85,Yes,Yes,Yes,470,Yes,18,3.77
1001666,Mary,Holloway,1966-12-11,Germany,Bachelor,187232.53,Married,Female,2003-03-07,No,Yes,51735.88,Yes,No,Yes,335,No,7,1.94
1001667,Chris,Gibson,2006-01-16,UK,Bachelor,195375.71,Married,Male,2004-04-23,No,Yes,227820.14,No,Yes,Yes,647,No,9,3.8
1001668,Veronica,Benson,2002-04-16,Canada,Master,174130.24,Divorced,Female,2019-08-29,No,Yes,187451.87,No,No,Yes,556,Yes,4,3.8
1001669,Robert,Hardy,1991-06-01,UK,Master,137037.24,Married,Male,2003-12-10,No,No,10077.45,No,Yes,Yes,747,No,1,4.7
1001670,Natasha,Curry,1954-05-31,Germany,GCSE,58568.65,Divorced,Female,2018-03-25,No,Yes,122881.6,Yes,Yes,Yes,644,No,2,2.03
1001671,Jennifer,Washington,1959-11-07,UK,Bachelor,158179.19,Single,Male,2010-02-18,No,No,151394.18,No,Yes,Yes,570,No,8,4.88
1001672,Johnny,Cox,1976-10-23,Germany,GCSE,82043.98,Single with Partner,Male,2001-07-17,Yes,No,16991.75,Yes,Yes,Yes,537,Yes,15,3.74
1001673,Stephanie,Mendez,1969-01-19,Germany,GCSE,88191.66,Married,Female,2011-04-27,No,Yes,12837.83,Yes,No,Yes,768,Yes,1,2.27
1001674,Lorraine,Sims,1960-01-06,Germany,Doctorate,164337.18,Single,Female,2023-07-12,No,Yes,116095.58,No,No,No,336,Yes,7,3.04
1001675,Cathy,Sanchez,1969-06-29,Germany,GCSE,57726.14,Divorced,Male,2001-11-30,No,Yes,887.15,Yes,No,No,509,No,14,4.05
1001676,Jerry,Lee,1946-02-10,UK,GCSE,109528.06,Divorced,Male,2006-01-13,No,No,12090.16,No,Yes,Yes,689,Yes,15,1.19
1001677,Andrew,Maynard,1957-10-24,UK,Bachelor,126511.36,Married,Female,2008-06-16,Yes,No,41618.36,No,Yes,No,784,Yes,16,2.34
1001678,Sheryl,Allen,1953-01-02,USA,Master,157300.48,Divorced,Female,2015-08-31,No,Yes,227528.71,Yes,No,No,353,Yes,0,4.55
1001679,Roger,Norton,1985-12-16,UK,Bachelor,182045.19,Single,Male,2002-08-17,Yes,No,191664.37,Yes,No,Yes,323,Yes,2,1.43
1001680,Brandon,Adams,1953-10-18,USA,GCSE,29843.78,Single with Partner,Male,2023-07-27,Yes,No,112826.33,Yes,No,No,560,No,4,3.11
1001681,Jeremy,Williams,1956-07-07,UK,GCSE,91712.18,Single,Male,2002-06-03,No,Yes,120009.73,Yes,Yes,No,412,No,10,3.3
1001682,James,Taylor,1987-12-28,Canada,GCSE,102692.32,Married,Female,2009-12-11,Yes,No,171631.73,No,No,Yes,541,Yes,19,2.15
1001683,Jason,Carpenter,1962-08-23,USA,Bachelor,172866.5,Single with Partner,Male,2020-03-05,No,No,118806.88,Yes,No,No,756,No,7,2.62
1001684,Marie,Mckinney,1971-11-20,Germany,GCSE,25241.94,Married,Male,2019-08-18,No,Yes,16355.71,No,No,No,531,Yes,14,4.64
1001685,Karen,Wang,1974-08-13,UK,Doctorate,134410.96,Single,Male,2017-06-05,No,No,184787.35,No,Yes,No,831,Yes,6,1.24
1001686,Robin,Mcneil,1982-09-07,Germany,Bachelor,147369.05,Married,Female,2014-09-23,No,Yes,14814.36,No,No,Yes,331,Yes,2,1.65
1001687,Philip,White,1952-12-24,Canada,GCSE,46434.24,Single,Female,2020-11-01,No,No,121728.85,Yes,Yes,Yes,699,Yes,12,4.6
1001688,Ann,King,1948-07-09,USA,Master,197012.17,Single with Partner,Male,2000-03-03,No,Yes,215482.19,Yes,No,No,540,Yes,5,1.72
1001689,Eugene,Simpson,1949-03-08,USA,Bachelor,172127.51,Single,Male,2014-04-13,No,Yes,29697.97,No,No,Yes,807,No,3,1.7
1001690,Julie,Watson,1948-09-30,Germany,Master,143757.68,Single with Partner,Female,2023-07-06,No,Yes,176774.33,Yes,Yes,Yes,340,No,19,3.34
1001691,Michael,Benson,1953-10-05,UK,GCSE,113250.96,Married,Male,2012-02-27,No,Yes,11963.45,No,Yes,Yes,757,Yes,4,4.94
1001692,Jon,Middleton,1960-12-09,USA,Bachelor,179247.54,Married,Male,2012-11-25,Yes,No,248267.68,Yes,No,Yes,308,Yes,1,2.79
1001693,Sharon,Richardson,1991-08-13,UK,Master,142768.58,Married,Female,2018-11-01,Yes,No,170648.76,Yes,No,Yes,462,No,4,3.09
1001694,John,Johnson,1997-03-09,UK,Doctorate,150310.53,Single with Partner,Female,2010-02-25,No,Yes,242259.81,No,No,No,780,Yes,7,4.31
1001695,Catherine,Hutchinson,1947-07-30,UK,GCSE,43145.17,Single,Female,2009-02-20,No,No,167188.7,No,No,No,710,Yes,8,3.79
1001696,John,Sanchez,1950-08-12,UK,Bachelor,197685.92,Married,Male,2014-01-13,No,No,60873.87,No,No,No,674,Yes,15,4.98
1001697,Jacob,Grant,2004-06-09,UK,Bachelor,161383.72,Married,Male,2009-07-08,No,No,231620.58,No,Yes,No,645,No,10,3.45
1001698,Megan,Gardner,1951-04-14,UK,Doctorate,191684.53,Single with Partner,Female,2006-03-06,Yes,No,156816.88,Yes,Yes,No,309,Yes,10,2.68
1001699,Jennifer,May,1965-10-19,Canada,Doctorate,147719.98,Single,Male,2002-04-19,Yes,No,144153.89,Yes,No,Yes,708,No,3,2.33
1001700,Andrea,Hernandez,1983-10-13,USA,GCSE,106640.79,Single with Partner,Male,2000-08-08,No,No,107506.33,No,No,No,487,No,19,4.95
1001701,Dominic,Davis,1978-11-18,Canada,GCSE,29173.14,Single,Male,2011-05-07,No,Yes,71434.64,Yes,Yes,No,647,Yes,11,4.23
1001702,Shannon,Hensley,2001-07-01,USA,Bachelor,198567.23,Single,Female,2015-07-03,No,Yes,132705.36,No,Yes,No,521,Yes,18,4.28
1001703,Amy,Dunn,1982-11-19,UK,GCSE,111555.3,Single,Female,2000-08-21,No,Yes,91768.0,No,Yes,No,481,Yes,2,1.78
1001704,Michael,Hopkins,2002-11-03,USA,Bachelor,149056.24,Single,Male,2021-10-08,No,Yes,213564.49,Yes,Yes,Yes,367,No,0,2.84
1001705,Denise,Carter,1985-11-10,USA,GCSE,98373.33,Married,Male,2023-07-10,No,No,7588.12,Yes,Yes,Yes,549,Yes,5,1.09
1001706,Jon,Russell,1996-11-18,UK,Master,180180.63,Divorced,Female,2011-07-09,No,No,132710.83,No,Yes,Yes,624,Yes,1,3.14
1001707,Lindsey,Taylor,1989-06-30,USA,Doctorate,192100.38,Single,Female,2011-11-23,No,No,209206.6,Yes,No,No,367,No,19,1.3
1001708,James,Wilson,1961-09-10,UK,Doctorate,144580.4,Married,Female,2000-11-15,No,Yes,7290.55,No,No,Yes,642,No,9,1.79
1001709,Robin,Stephens,1972-12-22,USA,Bachelor,157241.6,Married,Male,2010-01-20,No,Yes,70862.75,No,Yes,Yes,547,Yes,11,2.13
1001710,Victor,Johnson,1987-10-06,USA,Bachelor,189199.97,Married,Male,2023-06-28,Yes,No,13260.03,Yes,No,No,621,Yes,9,4.27
1001711,Jennifer,Perez,2006-08-05,UK,Master,182286.36,Married,Female,2013-08-12,No,No,148912.94,No,No,Yes,310,Yes,15,1.41
1001712,Meagan,Valdez,1969-09-12,UK,GCSE,61772.8,Single with Partner,Female,2020-06-21,No,No,79457.32,No,Yes,No,410,No,6,4.63
1001713,Brandi,Evans,1983-08-29,Germany,Master,187658.02,Single,Male,2016-06-09,No,Yes,239948.62,No,Yes,Yes,424,No,7,3.27
1001714,William,Williams,1977-07-21,USA,Bachelor,123756.32,Single with Partner,Male,2006-12-04,No,Yes,154226.88,Yes,Yes,Yes,764,No,1,1.43
1001715,Johnathan,Gibson,1970-04-05,UK,GCSE,99076.45,Married,Male,2006-08-10,No,No,140625.78,Yes,No,No,579,Yes,2,4.95
1001716,Steven,Peters,1969-10-30,Canada,Bachelor,136541.27,Married,Male,2014-06-17,Yes,No,229343.05,No,No,No,529,No,16,1.01
1001717,Albert,Jones,1963-04-18,UK,GCSE,51467.61,Married,Male,2003-02-26,Yes,No,56204.42,No,No,No,655,No,18,1.65
1001718,John,Wells,1978-06-11,USA,Master,159457.19,Married,Female,2001-01-21,No,No,140735.67,No,No,No,760,Yes,19,1.74
1001719,Joseph,Hamilton,1965-05-17,Canada,GCSE,67174.51,Single,Male,2021-09-26,No,Yes,135878.55,No,No,No,389,No,17,4.47
1001720,Anna,Kirby,1964-11-17,UK,Bachelor,161645.61,Single,Male,2012-03-30,Yes,No,20895.71,No,No,Yes,660,Yes,13,2.39
1001721,Rebecca,Curry,2004-04-18,UK,GCSE,76298.46,Married,Male,2010-03-24,No,No,233042.12,No,Yes,Yes,736,Yes,6,4.34
1001722,Bradley,Watts,1992-10-11,UK,Master,146522.22,Single with Partner,Female,2015-08-30,No,Yes,175178.59,No,Yes,No,784,Yes,2,1.17
1001723,Danielle,Williams,1955-05-06,UK,Bachelor,134018.2,Single,Female,2003-07-25,Yes,No,222071.22,Yes,Yes,Yes,382,No,5,4.83
1001724,James,Mcdonald,2000-11-21,UK,Bachelor,181478.5,Single with Partner,Male,2012-09-06,Yes,No,245641.33,Yes,No,Yes,382,No,14,4.41
1001725,Hannah,Peters,1967-05-30,USA,Bachelor,151998.09,Married,Male,2022-09-06,No,No,120121.63,Yes,No,No,522,No,1,2.9
1001726,John,Woods,1999-09-18,UK,Bachelor,160467.27,Single with Partner,Male,2009-03-30,No,No,200993.5,Yes,Yes,Yes,389,No,17,1.61
1001727,Bill,Lopez,1962-12-26,USA,GCSE,85890.88,Married,Male,2016-12-11,No,Yes,144558.91,Yes,No,Yes,786,No,19,1.89
1001728,Felicia,Parker,1948-07-17,Canada,Master,192771.03,Single,Male,2004-03-08,No,No,244289.91,Yes,No,No,539,Yes,10,1.91
1001729,Terri,Williams,1966-10-14,Germany,GCSE,91925.07,Divorced,Female,2005-06-05,Yes,No,62107.01,Yes,Yes,Yes,307,No,1,3.81
1001730,Laura,Hensley,1964-06-28,USA,GCSE,28364.09,Single,Male,2004-05-15,Yes,No,3848.77,Yes,Yes,No,809,No,6,2.5
1001731,Ricky,Blake,1977-08-19,UK,Master,187084.83,Married,Female,2019-04-17,Yes,No,46812.51,Yes,No,No,363,Yes,6,1.01
1001732,Vanessa,Payne,1974-03-16,USA,GCSE,118978.08,Married,Male,2009-08-26,Yes,No,32353.49,No,Yes,No,668,Yes,19,2.54
1001733,Tammy,Wilkerson,1964-06-18,USA,Bachelor,157798.8,Married,Male,2012-05-19,No,No,109463.3,Yes,Yes,No,549,No,18,3.29
1001734,Cynthia,Martinez,1964-11-03,USA,Bachelor,197567.23,Divorced,Male,2001-08-31,Yes,No,19721.59,Yes,No,Yes,837,Yes,19,1.22
1001735,Jeffrey,Bush,1970-01-30,UK,Bachelor,163786.3,Single with Partner,Male,2004-10-04,Yes,No,55361.36,No,No,No,827,No,14,3.2
1001736,Matthew,Davies,1948-02-24,Germany,Master,156769.28,Single with Partner,Male,2019-11-27,Yes,No,24427.96,No,No,Yes,359,Yes,20,4.11
1001737,Stephen,White,1967-11-11,USA,Master,146512.38,Divorced,Female,2014-03-27,No,Yes,121893.49,No,No,No,844,Yes,16,3.26
1001738,Amy,Edwards,2002-01-21,UK,Master,172604.39,Married,Male,2020-11-29,No,Yes,66987.56,Yes,Yes,Yes,624,No,11,2.33
1001739,Jeffrey,Thornton,1979-10-08,UK,Master,138385.63,Single,Male,2007-12-30,Yes,No,117963.42,Yes,Yes,Yes,364,No,11,2.44
1001740,Laurie,Kemp,1982-08-12,USA,Bachelor,128394.74,Single with Partner,Female,2007-07-16,Yes,No,22586.47,No,Yes,No,755,Yes,18,2.72
1001741,Justin,Pitts,1959-11-03,Germany,Bachelor,122178.97,Married,Female,2008-12-26,No,No,129410.92,Yes,Yes,No,574,Yes,14,4.39
1001742,Brian,Banks,1963-08-21,Germany,Bachelor,143390.41,Single,Female,2017-10-11,No,Yes,32865.27,Yes,Yes,Yes,453,Yes,0,1.13
1001743,Katherine,Graves,1948-04-17,Germany,Bachelor,151661.67,Married,Female,2020-10-10,No,No,25196.87,Yes,No,Yes,847,Yes,16,2.42
1001744,Victoria,Abbott,1974-04-15,UK,Doctorate,164166.14,Divorced,Male,2011-11-12,Yes,No,77780.88,No,Yes,No,793,No,0,4.84
1001745,Kristin,Osborne,1992-03-27,USA,Master,143419.99,Single,Male,2003-04-01,No,No,218654.6,Yes,No,Yes,607,Yes,5,4.32
1001746,Ricardo,Mitchell,1962-05-11,USA,GCSE,118469.72,Single with Partner,Male,2014-01-15,No,Yes,197214.94,Yes,Yes,Yes,428,No,16,1.54
1001747,Terrance,Nelson,1953-06-17,UK,GCSE,52007.54,Married,Female,2021-12-13,Yes,No,239803.79,No,Yes,Yes,399,Yes,3,2.42
1001748,Steven,Lewis,1949-07-07,UK,GCSE,66333.64,Single,Male,2008-03-24,No,No,115264.74,No,Yes,No,697,No,15,1.07
1001749,Jason,Dean,1945-07-02,Germany,GCSE,33914.51,Single with Partner,Male,2019-05-22,No,No,78385.38,Yes,Yes,Yes,449,Yes,5,3.92
1001750,Luis,Cox,1967-11-08,UK,GCSE,49020.15,Divorced,Male,2021-10-26,No,Yes,242738.32,Yes,No,No,591,Yes,5,1.41
1001751,James,Wagner,2000-06-12,USA,Bachelor,123866.57,Married,Male,2023-09-20,No,No,95689.31,Yes,Yes,No,545,Yes,10,2.54
1001752,Gary,Marsh,1956-06-29,UK,Master,164760.69,Married,Male,2018-07-26,No,Yes,2672.21,Yes,Yes,Yes,411,Yes,18,4.61
1001753,Kayla,Rodriguez,1996-02-13,UK,Master,180085.17,Married,Male,2004-11-18,No,No,205099.11,No,No,No,687,Yes,3,1.55
1001754,Shelly,Johnson,1998-12-02,UK,GCSE,42788.14,Single with Partner,Male,2011-01-03,No,Yes,42634.95,Yes,No,Yes,479,Yes,6,2.3
1001755,Gregory,Mullins,1950-11-17,Canada,Bachelor,149432.88,Single,Male,2010-05-14,No,No,179590.94,Yes,No,Yes,597,Yes,1,4.26
1001756,Stephanie,Li,1962-08-11,Germany,Bachelor,121329.3,Single,Male,2022-04-24,No,No,4174.42,No,Yes,No,651,Yes,8,3.53
1001757,David,Austin,1965-06-10,Canada,Master,187161.76,Single with Partner,Male,2003-03-16,No,Yes,28103.14,Yes,No,No,634,Yes,18,4.04
1001758,Roberta,Lawson,1983-09-26,USA,Master,182397.08,Married,Female,2004-02-28,No,Yes,121097.46,Yes,Yes,No,778,Yes,14,4.84
1001759,Tracy,Martinez,1948-10-08,UK,Doctorate,125060.32,Married,Male,2002-05-08,No,No,17347.35,Yes,Yes,No,569,Yes,13,4.65
1001760,Tonya,Nelson,1990-09-06,USA,Bachelor,149189.41,Single with Partner,Female,2018-03-20,No,Yes,222202.27,Yes,No,No,313,No,18,2.15
1001761,Jason,Butler,1949-01-17,USA,Master,196422.93,Divorced,Male,2010-11-30,No,Yes,187567.32,No,Yes,Yes,636,No,14,2.2
1001762,Karen,Smith,1997-10-09,Germany,GCSE,61634.6,Divorced,Male,2022-03-20,No,Yes,82315.05,Yes,Yes,No,750,Yes,1,1.35
1001763,Jack,Gilbert,1990-12-21,UK,Bachelor,162096.69,Married,Female,2001-07-07,No,Yes,149541.1,No,No,No,575,No,16,2.5
1001764,Carol,Williams,1957-02-24,USA,GCSE,58103.31,Divorced,Male,2017-07-16,No,No,178995.47,No,Yes,No,329,No,13,4.1
1001765,Kimberly,Baker,1975-04-28,UK,Bachelor,167690.51,Single with Partner,Male,2020-11-04,No,Yes,188947.64,Yes,No,No,461,No,17,2.03
1001766,Zachary,Santiago,1977-07-25,UK,Master,198252.55,Single,Female,2006-11-17,No,No,99160.72,Yes,Yes,Yes,423,No,9,4.31
1001767,Cody,Arellano,1998-06-20,Germany,GCSE,119760.24,Single with Partner,Male,2004-09-04,Yes,No,224740.54,No,No,Yes,395,Yes,5,3.29
1001768,Garrett,Stevens,2002-09-19,USA,GCSE,98372.64,Single,Male,2015-08-21,No,Yes,235469.47,Yes,No,Yes,500,Yes,20,2.44
1001769,John,Hernandez,1999-11-21,UK,GCSE,62813.87,Single with Partner,Female,2008-10-01,Yes,No,49250.53,Yes,No,Yes,789,No,16,2.67
1001770,Rebecca,Turner,1956-08-18,UK,GCSE,71465.49,Single with Partner,Male,2023-05-16,No,Yes,227845.2,No,Yes,No,652,Yes,6,4.08
1001771,Victoria,Barajas,1959-10-14,USA,GCSE,58246.21,Single with Partner,Female,2012-11-25,No,Yes,178285.06,Yes,Yes,No,418,Yes,17,2.26
1001772,Donald,Stevens,1964-02-12,Germany,GCSE,118615.16,Single,Male,2019-12-04,No,No,222079.26,No,Yes,No,355,Yes,1,3.87
1001773,Caroline,Banks,1999-05-06,Germany,GCSE,91944.99,Single with Partner,Male,2003-08-31,Yes,No,106418.67,No,No,No,784,No,6,2.67
1001774,Allison,Thomas,1953-04-15,Canada,GCSE,67097.42,Single,Male,2018-06-12,No,Yes,165434.91,No,No,No,805,Yes,5,4.26
1001775,Lynn,Adams,1975-11-29,Germany,Doctorate,120969.22,Divorced,Male,2021-01-31,Yes,No,59150.79,No,No,No,811,Yes,0,1.85
1001776,Michael,Martin,1953-08-18,UK,Bachelor,161638.67,Single with Partner,Female,2000-12-26,No,No,187875.0,Yes,No,Yes,643,Yes,17,2.23
1001777,John,Solis,1994-07-13,USA,GCSE,118457.11,Single,Female,2010-04-16,No,Yes,145600.68,No,Yes,No,748,Yes,2,2.99
1001778,Patricia,Walker,1960-03-01,USA,Bachelor,161844.87,Single,Male,2023-07-23,No,Yes,120443.9,No,Yes,Yes,380,Yes,10,4.0
1001779,Jacqueline,Mueller,2005-08-21,UK,Master,134594.13,Single with Partner,Female,2012-12-24,Yes,No,173293.33,Yes,Yes,Yes,665,No,14,1.63
1001780,Isabel,Shaffer,1974-02-27,Germany,Master,121767.5,Married,Male,2003-04-08,Yes,No,138265.38,Yes,Yes,Yes,507,No,2,4.61
1001781,Brandon,Pollard,1949-05-03,UK,Bachelor,148376.3,Single with Partner,Male,2002-10-30,No,Yes,191432.58,No,Yes,Yes,571,Yes,0,1.07
1001782,Monique,Brown,1980-07-10,Canada,Bachelor,193458.24,Married,Female,2020-09-15,Yes,No,214665.64,No,Yes,Yes,347,No,2,1.11
1001783,Julia,Anderson,1953-11-03,USA,Master,199724.33,Single with Partner,Male,2003-01-29,No,Yes,200231.33,No,No,Yes,432,Yes,17,2.8
1001784,Tonya,Vazquez,1967-09-19,USA,Master,195629.44,Single,Male,2011-12-22,No,Yes,77153.66,No,No,No,729,Yes,14,4.31
1001785,Stacey,Moore,1983-02-20,USA,Master,178353.6,Married,Male,2020-03-30,No,No,244039.36,Yes,Yes,No,771,Yes,13,1.53
1001786,Ashley,Jackson,1992-09-08,Germany,Master,164651.42,Divorced,Male,2015-01-12,No,Yes,162575.42,No,Yes,No,594,Yes,4,2.94
1001787,Brianna,Donovan,1975-06-23,USA,Master,167254.89,Single with Partner,Male,2012-01-14,Yes,No,81137.23,No,Yes,Yes,597,No,16,2.72
1001788,Carla,Willis,1961-08-19,USA,Bachelor,163119.36,Single,Female,2018-12-31,No,No,11028.19,Yes,No,Yes,637,No,18,3.98
1001789,Andrew,Johnson,1997-10-02,UK,Bachelor,176563.94,Divorced,Female,2021-06-25,Yes,No,247028.86,No,Yes,Yes,368,Yes,15,1.86
1001790,Rebekah,Henry,2001-07-19,USA,Master,153509.86,Single,Male,2021-07-18,Yes,No,149914.74,Yes,No,Yes,590,Yes,18,3.38
1001791,Kathleen,Pena,1957-10-01,UK,Master,173536.32,Single with Partner,Male,2007-06-03,No,Yes,57194.05,Yes,No,No,752,Yes,19,4.68
1001792,Carol,Schwartz,1983-09-03,Germany,GCSE,35674.76,Married,Male,2001-04-29,Yes,No,122984.5,No,Yes,No,409,No,20,1.22
1001793,Rachael,Jones,1951-09-05,USA,Doctorate,141255.62,Married,Male,2022-02-05,No,Yes,99626.1,No,No,Yes,802,No,5,4.54
1001794,Carrie,Cabrera,1968-05-30,USA,GCSE,104256.29,Single,Female,2002-02-22,No,Yes,237860.76,Yes,No,No,652,Yes,19,1.84
1001795,Patricia,Simmons,1945-03-09,UK,Bachelor,192299.91,Single,Female,2010-08-21,Yes,No,123368.17,No,Yes,No,472,Yes,7,1.33
1001796,Chris,Galloway,1982-09-19,UK,Master,163120.66,Single with Partner,Female,2005-03-05,Yes,No,121373.05,No,No,Yes,525,Yes,14,2.28
1001797,Lisa,Mcdonald,1999-04-18,Germany,GCSE,27037.02,Single with Partner,Female,2009-01-30,Yes,No,198732.09,Yes,Yes,Yes,372,No,10,3.04
1001798,Brittney,Wyatt,1958-01-26,UK,Bachelor,194157.89,Married,Female,2011-08-27,Yes,No,97971.53,Yes,Yes,Yes,506,No,4,2.43
1001799,Destiny,King,1990-07-21,UK,GCSE,91398.17,Single,Male,2012-04-05,Yes,No,49450.98,No,Yes,No,604,Yes,9,1.53
1001800,James,Mendoza,1956-05-14,UK,Bachelor,153122.23,Single with Partner,Male,2005-11-16,No,Yes,192192.32,Yes,Yes,No,477,Yes,16,2.91
1001801,Jared,Smith,1950-02-15,Canada,GCSE,81444.38,Married,Male,2012-04-03,Yes,No,227563.12,No,No,Yes,485,No,11,1.01
1001802,Jeremy,Arnold,1971-11-30,Germany,Bachelor,154381.99,Married,Female,2023-04-17,Yes,No,11813.27,Yes,No,No,812,Yes,17,1.04
1001803,Kimberly,James,1946-04-28,UK,Bachelor,157227.14,Married,Male,2015-06-20,Yes,No,215031.06,Yes,Yes,No,757,Yes,18,4.33
1001804,James,Brown,1990-11-25,UK,Doctorate,190944.79,Married,Male,2007-04-15,No,Yes,109690.65,No,No,No,624,Yes,16,3.27
1001805,Amanda,Burgess,1989-04-03,UK,Doctorate,132886.74,Married,Male,2005-11-27,No,Yes,72567.72,No,Yes,No,469,No,5,2.45
1001806,Julie,Wilson,2005-03-02,Germany,GCSE,33952.24,Married,Female,2013-06-24,No,No,10179.41,Yes,No,Yes,508,No,10,2.61
1001807,Tammy,Brown,1987-06-09,USA,Master,120218.3,Married,Female,2010-03-31,No,Yes,51698.48,Yes,Yes,Yes,440,Yes,1,2.82
1001808,Alejandra,Cline,1969-09-30,UK,GCSE,54144.04,Single with Partner,Male,2016-05-20,Yes,No,83484.3,No,No,Yes,671,Yes,1,1.94
1001809,Robert,Gonzales,2002-04-07,UK,GCSE,38151.72,Married,Female,2004-06-10,Yes,No,18042.79,Yes,No,Yes,378,No,16,3.91
1001810,Joseph,Stewart,1985-03-30,UK,GCSE,45118.61,Married,Male,2008-07-09,Yes,No,47522.0,No,No,No,349,Yes,16,2.23
1001811,Laurie,Hernandez,1982-05-15,USA,Doctorate,120899.12,Married,Female,2009-01-21,No,Yes,184315.37,No,Yes,Yes,322,Yes,13,3.31
1001812,Jamie,Nichols,1989-12-02,Germany,Doctorate,138175.63,Single with Partner,Male,2011-10-25,No,No,171840.46,No,Yes,Yes,650,Yes,19,1.54
1001813,Mark,Berger,1990-12-31,UK,GCSE,55940.31,Single,Male,2022-08-14,Yes,No,192551.79,Yes,Yes,Yes,378,Yes,17,1.11
1001814,Chad,Jackson,1995-04-15,UK,GCSE,27030.48,Single,Male,2002-10-11,No,Yes,41648.34,No,Yes,No,442,No,19,1.6
1001815,Johnathan,Brown,1968-08-31,UK,GCSE,82358.8,Single with Partner,Male,2012-11-17,No,Yes,11140.33,No,Yes,No,327,No,15,2.41
1001816,Vanessa,Ochoa,1958-04-01,Canada,Bachelor,165504.03,Single,Female,2023-07-28,No,Yes,117360.03,No,Yes,No,661,No,15,1.56
1001817,Crystal,Ward,1987-04-09,UK,Bachelor,127762.86,Single with Partner,Female,2022-07-14,Yes,No,85959.07,No,No,Yes,567,Yes,7,3.64
1001818,Brooke,Howard,1970-06-28,Germany,GCSE,81120.94,Divorced,Male,2010-09-07,Yes,No,194272.58,Yes,Yes,Yes,425,No,1,1.65
